"id","text","category","source","split"
"36","घरघरबाट छुट्याएर फोहोर राख्दा पनि नगरपालिकाले मिश्रित लैजान्छ।","garbage","manual","train"
"37","फोहोर उठेन","garbage","manual","train"
"38","फोहोर उठ्न छाडेको धेरै भयो","garbage","manual","train"
"39","डस्टबिन भरिएर सडकमै छरियो","garbage","manual","train"
"40","नाक थुनेर हिँड्नुपर्छ सधैं","garbage","manual","val"
"41","झ्याल खोलेपछि गन्ध मात्रै","garbage","manual","train"
"42","फोहोरले नाली पूरै थुन्यो","garbage","manual","train"
"43","कुकुरले फिँजाएको फोहोरभरि","garbage","manual","train"
"44","गाडी आउँदैन, थुप्रो बढ्दैछ","garbage","manual","test"
"45","टोल नै डम्प साइटजस्तो देखिन्छ","garbage","manual","train"
"46","फोहोर जलाउँदा सास फेर्न गाह्रो","garbage","manual","train"
"47","बोर्ड 'फोहोर नफालौँ', तल थुप्रो","garbage","manual","train"
"48","कास्की वडा नं 28 मा हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन, डस्टबिन वरिपरि फोहोर छरिएको छ, र असह्य दुर्गन्ध फैलिएको छ। हामी सबै परेशान छौं। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"49","भरतपुर वडा नं 24 मा छुट्याएर राखे पनि गाडीले सबै मिसाउँछ। न्याय चाहिन्छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"50","म रुपन्देही को बासिन्दा हुँ। नगरपालिकाले फोहोर उठाउन छोडेको छ। नाक थुनेर हिँड्नुपर्ने अवस्था छ। कृपया ध्यान दिनुहोस्।","garbage","hello_sarkar","train"
"51","हाम्रो तेह्रथुम वडा नं 24 मा टोलभरि दुर्गन्ध छ। बच्चालाई बिरामी पार्ने अवस्था छ। तुरुन्त कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"52","बिरेन्द्रनगर वडा नं 19 मा एक हप्तादेखि फोहोर उठ्न आएको छैन। बिहानदेखि राति सम्म गन्ध आइरहेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"53","रोल्पा वडा नं 25 मा दुई हप्तादेखि नगरपालिकाले फोहोर उठाउन छोडेको छ। गन्धले बस्नै गाह्रो भएको छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"54","प्यूठान मा फोहोरले नाली बन्द भएको छ। अस्ति रातिदेखि यही अवस्था छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"55","ओखलढुंगा वडा नं 3 मा फोहोर पोल्दा सास फेर्न गाह्रो हुन्छ। बच्चालाई बिरामी पार्ने अवस्था छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"56","सिद्धार्थनगर मा हिजोदेखि फोहोर उठ्न आएको छैन, जनतालाई यस्तो सास्ती किन!","garbage","hello_sarkar","val"
"57","भोजपुर मा फोहोर उठाउने गाडी समयमा आउँदैन। फोहोर उठाइएको छैन। धेरै कष्ट भइरहेको छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","test"
"58","सप्तरी वडा नं 28 मा सुख्खा ओसिलो छुट्याए पनि एकैमा हालिन्छ। जिम्मेवार कसले लिन्छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"59","रुपन्देही मा ढलमा फोहोर थुनिएको छ। हिजोदेखि यही अवस्था छ। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"60","रुपन्देही मा गएको शनिबारदेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन, सरकारले ध्यान दिनुपर्छ!","garbage","hello_sarkar","train"
"61","स्याङ्जा वडा नं 25 मा फोहोर पोल्दा सास फेर्न गाह्रो हुन्छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"62","चितवन वडा नं 7 मा हिजो रातिदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन। बिहानदेखि राति सम्म गन्ध आइरहेको छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"63","सुर्खेत मा चोकमा फोहोरको डंगुर छ। मक्खी र लामखुट्टे बढेका छन्। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"64","तानसेन वडा नं 27 मा बाँदरले कचरा फैलाउँछ। फुटपाथमा फोहोर जम्मा भएको छ। हामी सबै परेशान छौं।","garbage","hello_sarkar","train"
"65","दाङ मा पार्कमा कचरा छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"66","पटकपटक गुनासो गर्दा पनि म्याग्दी मा फोहोर उठ्ने गरेको छैन। असह्य भइसकेको छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","val"
"67","झापा मा फोहोरले नाली बन्द भएको छ। हिजो रातिदेखि यही अवस्था छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","test"
"68","बाँके मा पार्कमा कचरा छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"69","सिन्धुपाल्चोक मा गाडी हप्ताको एक पटक मात्र आउँछ। फोहोर सङ्कलन गर्ने गाडी आउँदैन। हामी सबै परेशान छौं। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","train"
"70","धादिङ मा बसपार्कमा फोहोरमय छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"71","बुटवल क्षेत्रमा कचरा पेटी ओभरफ्लो भएको छ। सडकको बीचमै फोहोरको थुप्रो छ। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"72","सिद्धार्थनगर क्षेत्रमा कचरा पेटी ओभरफ्लो भएको छ। फुटपाथमा फोहोर जम्मा भएको छ। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"73","म गुलरिया को बासिन्दा हुँ। हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। गन्धले बस्नै गाह्रो भएको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"74","जनकपुर मा फोहोर उठाउने गाडी समयमा आउँदैन। नगरपालिकाले फोहोर उठाउन छोडेको छ। नागरिकलाई बिर्सिएको जस्तो छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"75","बैतडी वडा नं 1 मा एक हप्तादेखि हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन। कुहिएको फोहोरको गन्ध सहन सकिँदैन। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"76","मोरङ मा पार्कमा कचरा छ। रोग फैलिने डर छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","val"
"77","धनगढी वडा नं 4 मा तीन दिनदेखि फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। नाक थुनेर हिँड्नुपर्ने अवस्था छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","test"
"78","दार्चुला वडा नं 17 मा फोहोर पोल्दा सास फेर्न गाह्रो हुन्छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"79","घरमा सानो बच्चा छ। सिराहा वडा नं 20 मा बिहानदेखि राति सम्म गन्ध आइरहेको छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","garbage","hello_sarkar","train"
"80","सुर्खेत मा ढलमा फोहोर थुनिएको छ। हिजो रातिदेखि यही अवस्था छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"81","भोजपुर वडा नं 18 मा दुई हप्तादेखि फोहोर उठ्न आएको छैन। असह्य दुर्गन्ध फैलिएको छ। जनताको पीडा बुझ्नुहोस्।","garbage","hello_sarkar","train"
"82","दार्चुला मा गाडी आउने तालिका पालना हुँदैन। फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। असह्य भइसकेको छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"83","राजविराज मा फोहोरले नाली बन्द भएको छ। पाँच दिनदेखि यही अवस्था छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"84","कञ्चनपुर मा अस्पताल अगाडि कचरा जम्मा भएको छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"85","सर्लाही मा ढलमा फोहोर थुनिएको छ। छ दिनदेखि यही अवस्था छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"86","दमक वडा नं 6 मा हिजो रातिदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन। असह्य दुर्गन्ध फैलिएको छ। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","val"
"87","मुगु वडा नं 20 मा फोहोर सङ्कलन गर्ने गाडी आउँदैन, डस्टबिन भरिएर बग्दैछ, र टोलभरि दुर्गन्ध छ। कामै हुँदैन यहाँ। कृपया ध्यान दिनुहोस्।","garbage","hello_sarkar","test"
"88","धनकुटा मा बिहीबारदेखि फोहोर उठाइएको छैन, धेरै कष्ट भइरहेको छ!","garbage","hello_sarkar","train"
"89","तेह्रथुम मा पार्कमा कचरा छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। जनताको पीडा बुझ्नुहोस्।","garbage","hello_sarkar","train"
"90","इलाम वडा नं 3 मा फोहोर सङ्कलन गर्ने गाडी आउँदैन, कचरा पेटी ओभरफ्लो भएको छ, र नाक थुनेर हिँड्नुपर्ने अवस्था छ। यो अन्याय हो। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"91","नवलपरासी मा गाडी आउने तालिका पालना हुँदैन। फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। तुरुन्त कारबाही गरिदिनुहोस्। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"92","हेलो सरकार मार्फत गुनासो। वीरगन्ज मा फोहोर सङ्कलन गर्ने गाडी आउँदैन, कुहिएको फोहोरको गन्ध सहन सकिँदैन। धेरै कष्ट भइरहेको छ।","garbage","hello_sarkar","train"
"93","दोलखा वडा नं 21 मा फोहोर उठाइएको छैन, कचरा पेटी ओभरफ्लो भएको छ, र गन्धले बस्नै गाह्रो भएको छ। अत्यन्त दुःखित छौं। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"94","हाम्रो तेह्रथुम वडा नं 31 मा टोलभरि दुर्गन्ध छ। बच्चालाई बिरामी पार्ने अवस्था छ। अब चुप बसिँदैन।","garbage","hello_sarkar","train"
"95","हेलो सरकार मार्फत गुनासो। कैलाली मा हप्तौँदेखि फोहोर उठ्ने गाडी आएको छैन, बिहानदेखि राति सम्म गन्ध आइरहेको छ। जनतालाई यस्तो सास्ती किन।","garbage","hello_sarkar","train"
"96","दोलखा वडा नं 7 मा बीस दिनदेखि फोहोर उठ्न आएको छैन। कुहिएको फोहोरको गन्ध सहन सकिँदैन। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","val"
"97","हाम्रो तेह्रथुम वडा नं 14 मा बिहानदेखि राति सम्म गन्ध आइरहेको छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। अब केही गरिदिनुस्।","garbage","hello_sarkar","test"
"98","घरमा सानो बच्चा छ। कपिलवस्तु वडा नं 25 मा कुहिएको फोहोरको गन्ध सहन सकिँदैन। बच्चालाई बिरामी पार्ने अवस्था छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"99","हाम्रो काठमाडौं वडा नं 31 मा असह्य दुर्गन्ध फैलिएको छ। मक्खी र लामखुट्टे बढेका छन्। कामै हुँदैन यहाँ।","garbage","hello_sarkar","train"
"100","नेपालगञ्ज वडा नं 21 मा फोहोर वर्गीकरण गरे पनि मिश्रित लगिन्छ। यो अन्याय हो। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"101","धनगढी क्षेत्रमा सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ। फुटपाथमा फोहोर जम्मा भएको छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"102","रुपन्देही मा पार्कमा कचरा छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"103","हेलो सरकार मार्फत गुनासो। सिन्धुपाल्चोक मा फोहोर उठाइएको छैन, टोलभरि दुर्गन्ध छ। अब त सहनै सकिँदैन।","garbage","hello_sarkar","train"
"104","घरमा बिरामी हुनुहुन्छ। सङ्खुवासभा वडा नं 9 मा असह्य दुर्गन्ध फैलिएको छ। बच्चालाई बिरामी पार्ने अवस्था छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"105","दोलखा क्षेत्रमा सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ। सडकको बीचमै फोहोरको थुप्रो छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","train"
"106","हेलो सरकार मार्फत गुनासो। बाँके मा फोहोर उठाइएको छैन, गन्धले बस्नै गाह्रो भएको छ। यो सेवा होइन, यातना हो।","garbage","hello_sarkar","val"
"107","पटकपटक गुनासो गर्दा पनि कपिलवस्तु मा फोहोर उठ्ने गरेको छैन। यो अन्याय हो। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","test"
"108","गोरखा वडा नं 27 मा हिजोदेखि फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। कुहिएको फोहोरको गन्ध सहन सकिँदैन। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"109","सिन्धुली मा फोहोर उठाउने गाडी समयमा आउँदैन। नगरपालिकाले फोहोर उठाउन छोडेको छ। धेरै कष्ट भइरहेको छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","garbage","hello_sarkar","train"
"110","पटकपटक गुनासो गर्दा पनि रामेछाप मा फोहोर उठ्ने गरेको छैन। धेरै कष्ट भइरहेको छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","train"
"111","हुम्ला मा पार्कमा कचरा छ। रोग फैलिने डर छ। जनतालाई सेवा दिनुहोस्।","garbage","hello_sarkar","train"
"112","म कैलाली को बासिन्दा हुँ। नगरपालिकाले फोहोर उठाउन छोडेको छ। कुहिएको फोहोरको गन्ध सहन सकिँदैन। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"113","डोल्पा मा फोहोरले नाली बन्द भएको छ। अस्ति रातिदेखि यही अवस्था छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"114","दार्चुला वडा नं 15 मा बाँदरले कचरा फैलाउँछ। सडकको बीचमै फोहोरको थुप्रो छ। धेरै कष्ट भइरहेको छ।","garbage","hello_sarkar","train"
"115","रुपन्देही मा चोकमा फोहोरको डंगुर छ। मक्खी र लामखुट्टे बढेका छन्। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","garbage","hello_sarkar","train"
"116","पर्सा वडा नं 10 मा मुसाले फोहोर कोट्याउँछ। बाटोमा कचरा छरिएको छ। कहिलेसम्म यस्तै हुन्छ।","garbage","hello_sarkar","val"
"117","मोरङ मा हिजो रातिदेखि फोहोर उठाइएको छैन, कसलाई भन्ने हो थाहा छैन!","garbage","hello_sarkar","test"
"118","डोल्पा मा फोहोर उठाउने गाडी समयमा आउँदैन। फोहोर उठाइएको छैन। कसलाई भन्ने हो थाहा छैन। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"119","गुल्मी वडा नं 31 मा फोहोर उठ्न आएको छैन, कचरा पेटी ओभरफ्लो भएको छ, र टोलभरि दुर्गन्ध छ। न्याय चाहिन्छ। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"120","चितवन मा पार्कमा कचरा छ। मक्खी र लामखुट्टे बढेका छन्। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"121","म सिन्धुपाल्चोक को बासिन्दा हुँ। फोहोर उठाइएको छैन। बिहानदेखि राति सम्म गन्ध आइरहेको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"122","रौतहट वडा नं 27 मा आज बिहानदेखि फोहोर उठाइएको छैन। टोलभरि दुर्गन्ध छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"123","हाम्रो रसुवा वडा नं 14 मा असह्य दुर्गन्ध फैलिएको छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। यो अन्याय हो।","garbage","hello_sarkar","train"
"124","गुल्मी मा कचराले ढल अवरुद्ध भएर पानी सडकमा बग्छ। अस्ति रातिदेखि यही अवस्था छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","train"
"125","हाम्रो काभ्रेपलाञ्चोक वडा नं 21 मा टोलभरि दुर्गन्ध छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। हामी सबै परेशान छौं।","garbage","hello_sarkar","train"
"126","सिराहा मा कचराले ढल अवरुद्ध भएर पानी सडकमा बग्छ। छ दिनदेखि यही अवस्था छ। यसमा छानबिन गरिदिनुहोस्।","garbage","hello_sarkar","val"
"127","हाम्रो कास्की वडा नं 14 मा टोलभरि दुर्गन्ध छ। फोहोरबाट सार्वजनिक स्वास्थ्य खतरामा छ। अब त सहनै सकिँदैन।","garbage","hello_sarkar","test"
"128","डोटी मा कचराले ढल अवरुद्ध भएर पानी सडकमा बग्छ। महिनौँदेखि यही अवस्था छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","garbage","hello_sarkar","train"
"129","नवलपरासी मा विद्यालय नजिक फोहोर थुपारिएको छ। मक्खी र लामखुट्टे बढेका छन्। छिटो समाधान गरिदिनुहोस्।","garbage","hello_sarkar","train"
"130","हुम्ला मा चोकमा फोहोरको डंगुर छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। यो मानवीय अधिकारको उल्लंघन हो।","garbage","hello_sarkar","train"
"131","महोत्तरी मा गाडी हप्ताको एक पटक मात्र आउँछ। फोहोर सङ्कलन पूर्ण रूपमा बन्द छ। जनतालाई यस्तो सास्ती किन। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"132","काठमाडौं मा गाडी हप्ताको एक पटक मात्र आउँछ। फोहोर उठ्न आएको छैन। सरकारले ध्यान दिनुपर्छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","garbage","hello_sarkar","train"
"133","राजविराज वडा नं 30 मा फोहोर उठाइएको छैन, सडक छेउको डस्टबिन भरिँदा बाटोमै छरिएको छ, र असह्य दुर्गन्ध फैलिएको छ। यो सेवा होइन, यातना हो। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"134","जाजरकोट मा दश दिनदेखि फोहोर सङ्कलन गर्ने गाडी आउँदैन, यो सेवा होइन, यातना हो!","garbage","hello_sarkar","train"
"135","पटकपटक गुनासो गर्दा पनि सल्यान मा फोहोर उठ्ने गरेको छैन। प्रशासनले सुन्नुपर्छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"136","हेलो सरकार मार्फत गुनासो। मुस्ताङ मा फोहोर सङ्कलन पूर्ण रूपमा बन्द छ, कुहिएको फोहोरको गन्ध सहन सकिँदैन। धेरै कष्ट भइरहेको छ।","garbage","hello_sarkar","val"
"137","हाम्रो सिराहा वडा नं 31 मा असह्य दुर्गन्ध फैलिएको छ। बच्चालाई बिरामी पार्ने अवस्था छ। अब चुप बसिँदैन।","garbage","hello_sarkar","test"
"138","सर्लाही मा मन्दिर वरिपरि फोहोर छ। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। कृपया तत्काल कदम चाल्नुहोस्।","garbage","hello_sarkar","train"
"139","रुपन्देही वडा नं 12 मा फोहोर सङ्कलन पूर्ण रूपमा बन्द छ, डस्टबिन भरिएर बग्दैछ, र टोलभरि दुर्गन्ध छ। जनतालाई यस्तो सास्ती किन। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"140","सुनसरी क्षेत्रमा कचरा पेटी ओभरफ्लो भएको छ। बाटोमा कचरा छरिएको छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","garbage","hello_sarkar","train"
"141","बर्दिया वडा नं 6 मा छुट्याएर राखे पनि गाडीले सबै मिसाउँछ। धेरै कष्ट भइरहेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"142","घरमा सानो बच्चा छ। सिद्धार्थनगर वडा नं 1 मा कुहिएको फोहोरको गन्ध सहन सकिँदैन। बच्चालाई बिरामी पार्ने अवस्था छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","garbage","hello_sarkar","train"
"143","पाँचथर मा कचराले ढल अवरुद्ध भएर पानी सडकमा बग्छ। दुई हप्तादेखि यही अवस्था छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"144","डोल्पा वडा नं 18 मा फोहोर पोल्दा सास फेर्न गाह्रो हुन्छ। मक्खी र लामखुट्टे बढेका छन्। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","garbage","hello_sarkar","train"
"145","खोटाङ वडा नं 11 मा चार दिनदेखि नगरपालिकाले फोहोर उठाउन छोडेको छ। टोलभरि दुर्गन्ध छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","garbage","hello_sarkar","train"
"146","नेपालगञ्ज मा कचराले ढल अवरुद्ध भएर पानी सडकमा बग्छ। हिजोदेखि यही अवस्था छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","val"
"147","जुम्ला मा नाली थुनिँदा पानी घरभित्रै पस्छ। गएको शनिबारदेखि यही अवस्था छ। तुरुन्त मर्मत गरिदिनुहोस्।","garbage","hello_sarkar","test"
"148","हाम्रो गौर वडा नं 10 मा कुहिएको फोहोरको गन्ध सहन सकिँदैन। छालारोग र श्वासप्रश्वासको समस्या बढेको छ। जनतालाई यस्तो सास्ती किन।","garbage","hello_sarkar","train"
