"id","text","category","source","split"
"26","बस स्टपको चिन्ह नभएकाले ज्येष्ठ नागरिक र अपाङ्गता भएकालाई कहाँ उत्रिने थाहा हुँदैन।","road","manual","train"
"27","गाउँ जोड्ने कच्ची सडकमा नियमित मर्मत नहुँदा एम्बुलेन्स चालकले जान मान्दैनन्।","road","manual","test"
"28","पैदल यात्रुका लागि फुटपाथ बेहाल हुँदा सबैलाई सडकमै हिँड्न बाध्य बनाइएको छ।","road","manual","train"
"29","मनसुन लागेपछि नाली नखनेर पानी सडकमा उछालिँदा पसलभित्रका सामानधनी भिज्छन्।","road","manual","train"
"30","विद्यालय अगाडिको सडकमा ठूल्ठूला खाल्डा परेर बच्चा हिँड्दा चिप्लिने जोखिम छ।","road","manual","train"
"31","सिमेन्टे सडक बनाउने नाममा बाटो खनेर महिनौँ काम रोकिएको छ।","road","manual","train"
"32","राति सडकबत्ती नभएको मोडमा स्पीड ब्रेकर नराख्दा दुर्घटना बढेको छ।","road","manual","val"
"33","एम्बुलेन्स आउँदा ट्राफिक जाम खुल्न ढिला भएपछि बिरामी समयमै पुग्दैन।","road","manual","train"
"34","हामी बस्ने बस्तीको एकमात्र सडक बन्द हुँदा बजार जान घण्टौँ पैदल हिँड्नुपर्छ।","road","manual","train"
"35","सडक बिग्रियो","road","manual","train"
"36","सडक होइन, खाल्डै खाल्डा","road","manual","train"
"37","थोरै वर्षा, बाटो पूरै हिलो","road","manual","train"
"38","हिँड्न डर लाग्ने गरी खाल्डा","road","manual","val"
"39","बस स्टप नजिकै बाटो भत्कियो","road","manual","train"
"40","पैदल यात्रुका लागि बाटो छैन","road","manual","train"
"41","धुलोले सहर नै सेतो देखिन्छ","road","manual","train"
"42","ट्राफिक जाम, घण्टौं उस्तै","road","manual","test"
"43","जेब्रा क्रसिङ कहाँ हरायो?","road","manual","train"
"44","जुनसुकै गली, उही समस्या","road","manual","train"
"45","दाङ वडा नं 30 मा सडकमा ठूला खाल्डा परेका छन्। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"46","हाम्रो काठमाडौं वडा नं 3 मा कच्ची सडक वर्षातमा हिँड्नै नसक्ने हुन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। नागरिकलाई बिर्सिएको जस्तो छ।","road","hello_sarkar","train"
"47","सिद्धार्थनगर मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। बालबालिका स्कुल जान डराउँछन्। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"48","हाम्रो बर्दिया वडा नं 19 मा कच्ची सडक वर्षातमा हिँड्नै नसक्ने हुन्छ। ढुवानी सेवा प्रभावित भएको छ। तुरुन्त कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"49","सल्यान वडा नं 28 मा सडकमा गहिरा खाडल छन्, ग्राभेल सडक भासिएको छ। बालबालिका स्कुल जान डराउँछन्। अब चुप बसिँदैन। जनताको पीडा बुझ्नुहोस्।","road","hello_sarkar","train"
"50","दाङ मा गर्मीमा सडकको धुलो नसहने भएको छ। हिजोदेखि यो समस्या छ। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"51","दमक वडा नं 30 मा सडक खाल्डाखुल्डीले भरिएको छ, कालोपत्रे सडक चिर्‍याएको जस्तो छ। दुर्घटनाको जोखिम बढेको छ। कहिलेसम्म यस्तै हुन्छ। जनताको पीडा बुझ्नुहोस्।","road","hello_sarkar","train"
"52","नेपालगञ्ज वडा नं 17 मा खाल्डा भित्र पानी भरिएको छ। विद्यालय जाने बच्चालाई गाह्रो छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"53","नेपालगञ्ज वडा नं 2 मा सडकभरि खाल्डाखुल्डी छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","val"
"54","पटकपटक निवेदन दिँदा पनि नवलपरासी मा सडक मर्मत भएको छैन। कसलाई भन्ने हो थाहा छैन। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","test"
"55","सिन्धुली वडा नं 23 मा सडकमा पानी जम्मा हुन्छ। हिलामा पुरिने सडक छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","road","hello_sarkar","train"
"56","काठमाडौं वडा नं 22 मा सडक पूरै भत्किएको छ। गएको वर्ष बनाइएको सडक एकै वर्षमा भत्कियो। यो सेवा होइन, यातना हो।","road","hello_sarkar","train"
"57","भक्तपुर वडा नं 7 मा सडकमा पानी जम्मा हुन्छ। हिलामा पुरिने सडक छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","train"
"58","दाङ वडा नं 12 मा सडकको कालोपत्रे उप्किएको छ। सडक बनाउने भनेर बजेट आयो तर काम भएन। जनतालाई यस्तो सास्ती किन।","road","hello_sarkar","train"
"59","सुनसरी मा निर्माण सामग्रीले बाटो छोपेको छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"60","भक्तपुर वडा नं 18 मा सडक टुक्रा टुक्रा भएको छ। वर्षौँदेखि मर्मत भएको छैन। नागरिकलाई बिर्सिएको जस्तो छ।","road","hello_sarkar","train"
"61","प्यूठान वडा नं 15 मा सडकमा पानी जम्मा हुन्छ। पानी परेपछि सडक दलदल हुन्छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","train"
"62","सिद्धार्थनगर वडा नं 17 मा सडकभरि खाल्डाखुल्डी छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"63","रामेछाप वडा नं 11 मा खाल्डाले सवारी चलाउन गाह्रो भएको छ। विद्यालय जाने बच्चालाई गाह्रो छ। छिटो समाधान गरिदिनुहोस्।","road","hello_sarkar","val"
"64","वीरगन्ज वडा नं 9 मा सडक टुक्रा टुक्रा भएको छ। वर्षौँदेखि मर्मत भएको छैन। यो अन्याय हो।","road","hello_sarkar","test"
"65","हेलो सरकार मार्फत गुनासो। अछाम मा कालोपत्रे सडक चिर्‍याएको जस्तो छ, बजेट विनियोजन भएको छ तर सडक उस्तै छ। कहिलेसम्म यस्तै हुन्छ।","road","hello_sarkar","train"
"66","पटकपटक निवेदन दिँदा पनि त्रिभुवननगर मा सडक मर्मत भएको छैन। तुरुन्त कारबाही गरिदिनुहोस्। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","train"
"67","नुवाकोट वडा नं 5 मा कालोपत्रे सडक चिर्‍याएको जस्तो छ। बजेट विनियोजन भएको छ तर सडक उस्तै छ। यो अन्याय हो।","road","hello_sarkar","train"
"68","हेलो सरकार मार्फत गुनासो। धनुषा मा सडक टुक्रा टुक्रा भएको छ, गएको वर्ष बनाइएको सडक एकै वर्षमा भत्कियो। यो अन्याय हो।","road","hello_sarkar","train"
"69","आज हप्तौँदेखि सङ्खुवासभा मा सडकमा ठूला खाल्डा परेका छन्, तुरुन्त कारबाही गरिदिनुहोस्!","road","hello_sarkar","train"
"70","हाम्रो अछाम वडा नं 23 मा सडकमा हिलो मात्र छ। सवारी चलाउन अत्यन्त गाह्रो छ। असह्य भइसकेको छ।","road","hello_sarkar","train"
"71","नेपालगञ्ज वडा नं 10 मा सडकमा गहिरा खाडल छन्। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। जनताको पीडा बुझ्नुहोस्।","road","hello_sarkar","train"
"72","झापा मा सडकमा रुख ढलेको छ। सवारी चलाउन अत्यन्त गाह्रो छ। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","train"
"73","सर्लाही वडा नं 14 मा फुटपाथ भत्किएको छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। यो सेवा होइन, यातना हो।","road","hello_sarkar","val"
"74","राजविराज मा निर्माण सामग्रीले बाटो छोपेको छ। विद्यालय जाने बच्चालाई गाह्रो छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","test"
"75","हेलो सरकार मार्फत गुनासो। सल्यान मा ग्राभेल सडक भासिएको छ, वर्षौँदेखि मर्मत भएको छैन। जनतालाई यस्तो सास्ती किन।","road","hello_sarkar","train"
"76","अछाम मा निर्माण सामग्रीले बाटो छोपेको छ। हिँड्न सकिने अवस्था छैन। तुरुन्त मर्मत गरिदिनुहोस्।","road","hello_sarkar","train"
"77","हाम्रो अर्घाखाँची वडा नं 14 मा पानी परेपछि सडक दलदल हुन्छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। कामै हुँदैन यहाँ।","road","hello_sarkar","train"
"78","हाम्रो सिराहा वडा नं 17 मा हिलामा पुरिने सडक छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। जनताको गुनासो कसले सुन्छ।","road","hello_sarkar","train"
"79","म्याग्दी मा भूस्खलनले बाटो बन्द भएको छ। सवारी चलाउन अत्यन्त गाह्रो छ। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"80","पर्सा वडा नं 10 मा सडकभरि खाल्डाखुल्डी छ। हिँड्न सकिने अवस्था छैन। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"81","म पर्सा को बासिन्दा हुँ। सडकमा गहिरा खाडल छन्। दुर्घटनाको जोखिम बढेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"82","पटकपटक निवेदन दिँदा पनि जनकपुर मा सडक मर्मत भएको छैन। अब केही गरिदिनुस्। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"83","हाम्रो तुलसीपुर वडा नं 29 मा पानी परेपछि सडक दलदल हुन्छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। न्याय चाहिन्छ।","road","hello_sarkar","val"
"84","म मकवानपुर को बासिन्दा हुँ। सडकमा गहिरा खाडल छन्। मोटरसाइकल पटकपटक दुर्घटना हुन्छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","test"
"85","सिद्धार्थनगर वडा नं 25 मा ढलको पानी सडकमा भरिन्छ। हिलामा पुरिने सडक छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"86","हेलो सरकार मार्फत गुनासो। दार्चुला मा कालोपत्रे सडक चिर्‍याएको जस्तो छ, वर्षौँदेखि मर्मत भएको छैन। यो सेवा होइन, यातना हो।","road","hello_sarkar","train"
"87","भोजपुर वडा नं 32 मा फुटपाथमा पसल राखिएको छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। जिम्मेवार कसले लिन्छ।","road","hello_sarkar","train"
"88","आज छ दिनदेखि सुनसरी मा खाल्डाले सवारी चलाउन गाह्रो भएको छ, कामै हुँदैन यहाँ!","road","hello_sarkar","train"
"89","कास्की मा पहिरोले सडक भत्काएको छ। बीस दिनदेखि बाटो बन्द छ। ढुवानी सेवा प्रभावित भएको छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"90","इलाम क्षेत्रमा सडक टुक्रा टुक्रा भएको छ। पाँच दिनदेखि यो हालत छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"91","पटकपटक निवेदन दिँदा पनि चितवन मा सडक मर्मत भएको छैन। सरकारले ध्यान दिनुपर्छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"92","कास्की वडा नं 31 मा सडकमा गहिरा खाडल छन्। विद्यालय जाने बच्चालाई गाह्रो छ। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"93","रामेछाप मा धुलोले टोलका बिरामी बढेका छन्। हिजोदेखि यो समस्या छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","val"
"94","भक्तपुर क्षेत्रमा ग्राभेल सडक भासिएको छ। हप्तौँदेखि यो हालत छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","test"
"95","नेपालगञ्ज मा सडकमा रुख ढलेको छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"96","बागलुङ मा सडकमा रुख ढलेको छ। सवारी चलाउन अत्यन्त गाह्रो छ। छिटो समाधान गरिदिनुहोस्।","road","hello_sarkar","train"
"97","रामेछाप वडा नं 14 मा कालोपत्रे सडक चिर्‍याएको जस्तो छ। ठेकेदारले काम अधुरो छोडेको छ। हामी सबै परेशान छौं।","road","hello_sarkar","train"
"98","इलाम वडा नं 4 मा फुटपाथ भत्किएको छ। ढुवानी सेवा प्रभावित भएको छ। हामी सबै परेशान छौं।","road","hello_sarkar","train"
"99","बर्दिया मा धुलो उड्दा सास फेर्न गाह्रो हुन्छ। हप्तौँदेखि यो समस्या छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"100","मुगु वडा नं 10 मा ढलको पानी सडकमा भरिन्छ। पानी परेपछि सडक दलदल हुन्छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","road","hello_sarkar","train"
"101","हुम्ला मा पुलमा दरार देखिएको छ। बालबालिका स्कुल जान डराउँछन्। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","train"
"102","सर्लाही वडा नं 28 मा सडक टुक्रा टुक्रा भएको छ। ठेकेदारले काम अधुरो छोडेको छ। नागरिकलाई बिर्सिएको जस्तो छ।","road","hello_sarkar","train"
"103","हाम्रो बागलुङ वडा नं 9 मा हिलामा पुरिने सडक छ। विद्यालय जाने बच्चालाई गाह्रो छ। हामी सबै परेशान छौं।","road","hello_sarkar","val"
"104","बारा मा पहिरो गएर बाटो बन्द छ। तीन दिनदेखि बाटो बन्द छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","test"
"105","धनकुटा वडा नं 6 मा सडकमा ठूला खाल्डा परेका छन्। सवारी चलाउन अत्यन्त गाह्रो छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","road","hello_sarkar","train"
"106","बैतडी मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। स्कुल बसलाई पनि गाह्रो छ। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","train"
"107","धनगढी वडा नं 6 मा सडकमा पानी जम्मा हुन्छ। पानी परेपछि सडक दलदल हुन्छ। छिटो समाधान गरिदिनुहोस्।","road","hello_sarkar","train"
"108","भोजपुर वडा नं 7 मा सडक खाल्डाखुल्डीले भरिएको छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"109","हाम्रो नवलपरासी वडा नं 18 मा हिलामा पुरिने सडक छ। विद्यालय जाने बच्चालाई गाह्रो छ। असह्य भइसकेको छ।","road","hello_sarkar","train"
"110","बैतडी वडा नं 31 मा ग्राभेल सडक भासिएको छ। बजेट विनियोजन भएको छ तर सडक उस्तै छ। असह्य भइसकेको छ।","road","hello_sarkar","train"
"111","हेलो सरकार मार्फत गुनासो। धनुषा मा कालोपत्रे सडक चिर्‍याएको जस्तो छ, बजेट विनियोजन भएको छ तर सडक उस्तै छ। यो सेवा होइन, यातना हो।","road","hello_sarkar","train"
"112","म बारा को बासिन्दा हुँ। सडकमा ठूला खाल्डा परेका छन्। स्कुल बसलाई पनि गाह्रो छ। प्रमुख जिल्ला अधिकारीसम्म पुर्‍याइदिनुहोस्।","road","hello_sarkar","train"
"113","म पाँचथर को बासिन्दा हुँ। सडकमा गहिरा खाडल छन्। एम्बुलेन्स समयमा पुग्न सक्दैन। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","val"
"114","जाजरकोट मा माटो खसेर सडक पुरिएको छ। अस्ति रातिदेखि बाटो बन्द छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। तुरुन्त मर्मत गरिदिनुहोस्।","road","hello_sarkar","test"
"115","पटकपटक निवेदन दिँदा पनि रुकुम मा सडक मर्मत भएको छैन। अब त सहनै सकिँदैन। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"116","हुम्ला वडा नं 24 मा नालीको पानी सडकमा बग्छ। कच्ची सडक वर्षातमा हिँड्नै नसक्ने हुन्छ। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","train"
"117","हेटौंडा वडा नं 18 मा फुटपाथ बनाइएको छैन। ढुवानी सेवा प्रभावित भएको छ। यो अन्याय हो।","road","hello_sarkar","train"
"118","लमजुङ वडा नं 1 मा सडक खाल्डाखुल्डीले भरिएको छ, सडकको कालोपत्रे उप्किएको छ। बालबालिका स्कुल जान डराउँछन्। धेरै कष्ट भइरहेको छ। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"119","कैलाली वडा नं 2 मा नाली बन्द भएर सडक डुब्छ। पानी परेपछि सडक दलदल हुन्छ। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","train"
"120","म कास्की को बासिन्दा हुँ। खाल्डा भित्र पानी भरिएको छ। बालबालिका स्कुल जान डराउँछन्। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"121","हाम्रो लहान वडा नं 5 मा पानी परेपछि सडक दलदल हुन्छ। सवारी चलाउन अत्यन्त गाह्रो छ। न्याय चाहिन्छ।","road","hello_sarkar","train"
"122","पाल्पा वडा नं 6 मा खाल्डा भित्र पानी भरिएको छ। विद्यालय जाने बच्चालाई गाह्रो छ। यसमा छानबिन गरिदिनुहोस्।","road","hello_sarkar","train"
"123","बैतडी वडा नं 32 मा खाल्डाले सवारी चलाउन गाह्रो भएको छ। विद्यालय जाने बच्चालाई गाह्रो छ। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","val"
"124","पाल्पा मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। बालबालिका स्कुल जान डराउँछन्। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","test"
"125","मुस्ताङ वडा नं 30 मा सडक खाल्डाखुल्डीले भरिएको छ। ढुवानी सेवा प्रभावित भएको छ। कृपया तत्काल कदम चाल्नुहोस्।","road","hello_sarkar","train"
"126","कलैया वडा नं 17 मा ग्राभेल सडक भासिएको छ। सडक बनाउने भनेर बजेट आयो तर काम भएन। कामै हुँदैन यहाँ।","road","hello_sarkar","train"
"127","काठमाडौं क्षेत्रमा सडकको कालोपत्रे उप्किएको छ। चार दिनदेखि यो हालत छ। जनताको पीडा बुझ्नुहोस्।","road","hello_sarkar","train"
"128","कैलाली मा पुल भत्किएको छ। दुर्घटनाको जोखिम बढेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"129","पटकपटक निवेदन दिँदा पनि पर्सा मा सडक मर्मत भएको छैन। धेरै कष्ट भइरहेको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"130","पटकपटक निवेदन दिँदा पनि स्याङ्जा मा सडक मर्मत भएको छैन। यो सेवा होइन, यातना हो। जिम्मेवार व्यक्तिलाई कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"131","स्याङ्जा मा पहिरोले सडक भत्काएको छ। एक हप्तादेखि बाटो बन्द छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"132","पटकपटक निवेदन दिँदा पनि प्यूठान मा सडक मर्मत भएको छैन। कहिलेसम्म यस्तै हुन्छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","train"
"133","म सिन्धुली को बासिन्दा हुँ। खाल्डाले सवारी चलाउन गाह्रो भएको छ। दुर्घटनाको जोखिम बढेको छ। जनतालाई सेवा दिनुहोस्।","road","hello_sarkar","val"
"134","गोरखा वडा नं 24 मा सडकमा ठूला खाल्डा परेका छन्। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। सम्बन्धित वडा कार्यालयबाट कारबाही हुनुपर्छ।","road","hello_sarkar","test"
"135","हाम्रो ललितपुर वडा नं 10 मा पानी परेपछि सडक दलदल हुन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। न्याय चाहिन्छ।","road","hello_sarkar","train"
"136","हाम्रो बाँके वडा नं 27 मा पानी परेपछि सडक दलदल हुन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। असह्य भइसकेको छ।","road","hello_sarkar","train"
"137","गोरखा मा नाली नखन्दा पानी सडकमा भरिन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। हामी थाकिसक्यौं, अब सरकारले हेरोस्।","road","hello_sarkar","train"
"138","हेलो सरकार मार्फत गुनासो। डोल्पा मा कालोपत्रे सडक चिर्‍याएको जस्तो छ, ठेकेदारले काम अधुरो छोडेको छ। कसलाई भन्ने हो थाहा छैन।","road","hello_sarkar","train"
"139","म भोजपुर को बासिन्दा हुँ। खाल्डा भित्र पानी भरिएको छ। स्कुल बसलाई पनि गाह्रो छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"140","सप्तरी वडा नं 4 मा पैदल यात्रुका लागि ठाउँ छैन। ढुवानी सेवा प्रभावित भएको छ। असह्य भइसकेको छ।","road","hello_sarkar","train"
"141","भोजपुर क्षेत्रमा ग्राभेल सडक भासिएको छ। चार दिनदेखि यो हालत छ। सम्बन्धित निकायले कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"142","हेलो सरकार मार्फत गुनासो। बिरेन्द्रनगर मा ग्राभेल सडक भासिएको छ, बजेट विनियोजन भएको छ तर सडक उस्तै छ। न्याय चाहिन्छ।","road","hello_sarkar","train"
"143","आज गएको शुक्रबारदेखि त्रिभुवननगर मा सडकभरि खाल्डाखुल्डी छ, अब चुप बसिँदैन!","road","hello_sarkar","val"
"144","हाम्रो इटहरी वडा नं 15 मा पानी परेपछि सडक दलदल हुन्छ। बिरामीलाई अस्पताल पु‍र्‍याउन गाह्रो। प्रशासनले सुन्नुपर्छ।","road","hello_sarkar","test"
"145","भोजपुर वडा नं 3 मा सडक खाल्डाखुल्डीले भरिएको छ। सवारी चलाउन अत्यन्त गाह्रो छ। जनतालाई सेवा दिनुहोस्।","road","hello_sarkar","train"
"146","हेलो सरकार मार्फत गुनासो। हेटौंडा मा सडक टुक्रा टुक्रा भएको छ, बजेट विनियोजन भएको छ तर सडक उस्तै छ। जनतालाई यस्तो सास्ती किन।","road","hello_sarkar","train"
"147","गुलरिया मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। मोटरसाइकल पटकपटक दुर्घटना हुन्छ। हामीलाई कहिलेसम्म कुराउनु पर्ने हो?","road","hello_sarkar","train"
"148","दमक क्षेत्रमा कालोपत्रे सडक चिर्‍याएको जस्तो छ। गएको शुक्रबारदेखि यो हालत छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"149","धनकुटा मा निर्माण सामग्रीले बाटो छोपेको छ। ढुवानी सेवा प्रभावित भएको छ। यो मानवीय अधिकारको उल्लंघन हो।","road","hello_sarkar","train"
"150","जनकपुर मा पुरानो काठे पुल अहिले पनि प्रयोगमा छ। दुर्घटनाको जोखिम बढेको छ। कृपया ध्यान दिनुहोस्।","road","hello_sarkar","train"
"151","नुवाकोट वडा नं 21 मा सडकभरि खाल्डाखुल्डी छ। विद्यालय जाने बच्चालाई गाह्रो छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","train"
"152","हाम्रो कञ्चनपुर वडा नं 6 मा वर्षामा सडक हिलोमुलो हुन्छ। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। तुरुन्त कारबाही गरिदिनुहोस्।","road","hello_sarkar","train"
"153","बागलुङ वडा नं 16 मा सडकमा ठूला खाल्डा परेका छन्। ज्येष्ठ नागरिकलाई कठिनाइ भएको छ। कर्मचारीहरूलाई जवाफदेही बनाइदिनुहोस्।","road","hello_sarkar","val"
